Title,Time,Artist,Album,Genre,Heart,Plays
Rescue,2:55,James Bay,Oh My Messy Mind - EP,Alternative,0,9
Shower the People,4:32,James Taylor,"Greatest Hits, Vol. 1",Singer/Songwriter,0,9
Southbound Train,4:15,Jon Foreman,Fall - EP,Rock,0,9
Behind Your Eyes,2:38,Jon Foreman,Winter - EP,Christian,0,9
When It Rains,4:10,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,9
Making You a Place,5:11,Meg Hutchinson,Beyond That,Singer/Songwriter,0,9
Can You Tell Me,4:24,Meg Hutchinson,Come Up Full,Singer/Songwriter,0,9
Blessed,4:25,Meg Hutchinson,The Crossing,Singer/Songwriter,0,9
Travel In,4:53,Meg Hutchinson,The Living Side,Singer/Songwriter,0,9
'Tis the Damn Season (Piano Instrumental),4:30,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,9
Champagne Problems (Piano Instrumental),3:44,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,9
Ivy (Piano Instrumental),4:22,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,9
Mad Woman (Piano Instrumental),4:24,Minnz Piano,"Folklore: Piano Instrumentals, Vol. 2",Pop,0,9
The Lucky One,4:16,Minnz Piano,Red Piano Instrumentals,Pop,0,9
Everything Has Changed (Extended Wedding Version),12:40,Minnz Piano,Red Piano Instrumentals,Pop,0,9
All Too Well (10 Minute Version),12:40,Minnz Piano,Red: Piano Instrumentals,Pop,0,9
brutal,2:24,Olivia Rodrigo,SOUR,Pop,0,9
Story of My Life,4:05,One Direction,Midnight Memories (Deluxe Edition),Pop,0,9
Through the Dark,3:42,One Direction,Midnight Memories (Deluxe Edition),Pop,0,9
Winter Is Here,2:54,Ramin Djawadi,Game of Thrones: Season 7 (Music from the HBO Series),Soundtrack,0,9
Ready To Fall,3:48,Rise Against,The Sufferer & the Witness,Rock,0,9
Speak Out (feat. Ani DiFranco),3:56,Rising Appalachia,Leylines,Folk,0,9
Rivermouth,3:53,Rising Appalachia,Wider Circles,Traditional Folk,0,9
An Invitation,2:40,Rising Appalachia,Wider Circles,Traditional Folk,0,9
Condensation (Interlude),1:18,Rising Appalachia,Wider Circles,Traditional Folk,0,9
Get to Work,2:19,The Steel Wheels,Over the Trees,Americana,0,9
After the Glitter Fades (Live 1981),4:05,Stevie Nicks,Bella Donna (Deluxe Edition),Rock,0,9
the lakes (the long pond studio sessions),3:20,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Alternative,0,9
Wake Up Time,5:18,Tom Petty,Wildflowers,Rock,0,9
Leave Virginia Alone,4:15,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,9
California,2:37,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,9
Wake Up Time (Live),5:33,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,9
Refugee,3:22,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,9
Shadow of a Doubt (A Complex Kid),4:24,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,9
This One's for Me,2:42,Tom Petty & The Heartbreakers,Echo,Rock,0,9
No More,3:15,Tom Petty & The Heartbreakers,Echo,Rock,0,9
I'm a Man (Live),2:47,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,9
Dreamville (Live),3:56,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,9
Any Way You Want It (Live),2:59,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,9
Square One (Live),3:44,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,9
Alright for Now (Live),2:50,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,9
Mary's New Car,3:44,Tom Petty & The Heartbreakers,Southern Accents,Rock,0,9
2009,4:49,Trevor Hall,IN AND THROUGH THE BODY (DELUXE EDITION),Alternative,0,9
Shadows and Regrets,3:59,Yellowcard,Paper Walls,Rock,0,9
Afraid,3:14,Yellowcard,Paper Walls,Rock,0,9
Gifts and Curses (Live) [Acoustic],5:01,Yellowcard,Paper Walls,Rock,0,9
Godspeed,3:03,Anberlin,Cities,Rock,0,8
Uncanny,3:27,Anberlin,Lost Songs,Alternative,0,8
Hello Alone,4:09,Anberlin,More to Living Than Being Alive,Alternative,0,8
The Feel Good Drag,3:27,Anberlin,Never Take Friendship Personal,Rock,0,8
The Resistance,3:17,Anberlin,New Surrender,Alternative,0,8
Haight Street (Intro),0:10,Anberlin,Paper Tigers,Alternative,0,8
Paperthin Hymn,3:23,Anberlin,Tear Us Apart,Alternative,0,8
Wilder (We're Chained),3:32,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,8
Hold It Together (Studio Version),4:23,Chris Pureka,Chimera,Singer/Songwriter,0,8
Small Bump,4:19,Ed Sheeran,#NAME?,Pop,0,8
Runaway,3:25,Ed Sheeran,x (Wembley Edition),Pop,0,8
The Man,4:10,Ed Sheeran,x (Wembley Edition),Pop,0,8
Small Bump (Live From Wembley Stadium),5:03,Ed Sheeran,x (Wembley Edition),Pop,0,8
Rangers,4:34,A Fine Frenzy,One Cell In the Sea,Singer/Songwriter,0,8
Landslide (Live),4:28,Fleetwood Mac,The Dance,Rock,0,8
Landslide (Early Version),3:18,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,8
Sara (Live),7:24,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,8
Gypsy (Early Version),5:34,Fleetwood Mac,Mirage (Deluxe),Rock,0,8
Dreams (Live),4:07,Fleetwood Mac,Rumours,Rock,0,8
What Is Life (2020 Mix),4:24,George Harrison,All Things Must Pass (50th Anniversary),Rock,0,8
All Those Years Ago,3:47,George Harrison,Somewhere In England (Bonus Track Version),Rock,0,8
Where You Gonna Go,4:01,Gregory Alan Isakov,Evening Machines,Singer/Songwriter,0,8
Tiebreaker,3:59,The Head and the Heart,Every Shade of Blue,Alternative,0,8
Taking My Time (Wrong Woman),2:53,The Head and the Heart,Every Shade of Blue,Alternative,0,8
Shadows,4:38,The Head and the Heart,Every Shade of Blue,Alternative,0,8
GTFU,4:20,The Head and the Heart,Every Shade of Blue,Alternative,0,8
In the Woods Somewhere (Bonus Track),5:31,Hozier,Hozier (Bonus Track Version),Alternative,0,8
Sanctuary,3:11,Jake Wesley Rogers,Evergreen - EP,Pop,0,8
Pluto,3:51,Jake Wesley Rogers,Pluto - EP,Pop,0,8
Trouble (Apple Music Home Session),3:53,James Bay,Apple Music Home Session: James Bay,Alternative,0,8
I Found You,5:07,James Bay,Electric Light,Alternative,0,8
Sugar Drunk High,3:40,James Bay,Electric Light,Alternative,0,8
Never Die Young,4:24,James Taylor,"Greatest Hits, Vol. 2",Pop,0,8
Favourite Ex,3:22,Maisie Peters,Favourite Ex - Single,Pop,0,8
All My Doors,4:55,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,8
True North (Live),4:58,Meg Hutchinson,Any Given Day (Live Remastered),Singer/Songwriter,0,8
Ready,3:31,Meg Hutchinson,Come Up Full,Singer/Songwriter,0,8
Whole Bird,3:55,Meg Hutchinson,Come Up Full,Singer/Songwriter,0,8
Intro,0:04,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
This Year,3:19,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
Weightless,4:10,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
Girl's Song (feat. Tessa Hutchinson),4:12,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
Ready,3:36,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
Home,4:36,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,8
Cowboy like Me (Piano Instrumental),4:10,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,8
"No Body, No Crime (Piano Instrumental)",3:30,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,8
Tell Me Why,3:58,Minnz Piano,Fearless Piano Instrumentals,Pop,0,8
Change,4:20,Minnz Piano,Fearless Piano Instrumentals,Pop,0,8
Untouchable,5:24,Minnz Piano,Fearless Piano Instrumentals,Pop,0,8
Superstar,4:36,Minnz Piano,Fearless Piano Instrumentals,Pop,0,8
Nothing New,4:34,Minnz Piano,Red Piano Instrumentals,Pop,0,8
Forever Winter,5:04,Minnz Piano,Red Piano Instrumentals,Pop,0,8
Treacherous,4:34,Minnz Piano,Red Piano Instrumentals,Pop,0,8
"1 step forward, 3 steps back",2:44,Olivia Rodrigo,SOUR,Pop,0,8
Hairline Fracture,4:03,Rise Against,Appeal to Reason,Rock,0,8
Harmonize,5:08,Rising Appalachia,Leylines,Folk,0,8
Love Her in the Mornin',7:36,Rising Appalachia,Leylines,Folk,0,8
Sadjuna,5:16,Rising Appalachia,Leylines,Folk,0,8
"Worn Wool, Soft Leather",2:42,The Steel Wheels,Leave Some Things Behind,Singer/Songwriter,0,8
Walk This Way for Awhile (Live),3:28,The Steel Wheels,The Steel Wheels (Live at Goose Creek),Country,0,8
Wide Sargasso Sea,5:36,Stevie Nicks,In Your Dreams,Rock,0,8
Stars,4:20,Switchfoot,Nothing Is Sound,Pop,0,8
Keeping Me Awake,5:43,Tarkio,Omnibus,Indie Rock,0,8
Sister Nebraska,4:20,Tarkio,Omnibus,Indie Rock,0,8
Tell Me Why (Taylor’s Version),3:21,Taylor Swift,Fearless (Taylor's Version),Country,0,8
That’s When (Taylor’s Version) [From The Vault] [feat. Keith Urban],3:09,Taylor Swift,Fearless (Taylor's Version),Country,0,8
Dear John,6:44,Taylor Swift,Speak Now,Country,0,8
Innocent,5:02,Taylor Swift,Speak Now,Country,0,8
Long Live,5:18,Taylor Swift,Speak Now,Country,0,8
Sparks Fly,4:21,Taylor Swift,Speak Now (Deluxe Edition),Pop,0,8
Crawling Back to You,5:03,Tom Petty,Wildflowers,Rock,0,8
You Wreck Me,3:22,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,8
To Find a Friend,3:22,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,8
Wake Up Time,5:19,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,8
Wake Up Time (Home Recording),5:40,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,8
Time to Move On (Live),2:46,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,8
What Are You Doin' In My Life?,3:25,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,8
Louisiana Rain,5:52,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,8
Surrender,3:26,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,8
Into the Great Wide Open,3:43,Tom Petty & The Heartbreakers,Into the Great Wide Open,Rock,0,8
Two Gunslingers,3:09,Tom Petty & The Heartbreakers,Into the Great Wide Open,Rock,0,8
"Rockin' Around (With You) [Live at The Irvine Meadows Amphitheater, 1983]",3:23,Tom Petty & The Heartbreakers,Pack Up the Plantation: Live!,Rock,0,8
"You Got Lucky (Live at The Wiltern, 1985)",4:27,Tom Petty & The Heartbreakers,Pack Up the Plantation: Live!,Rock,0,8
Hope On Board,1:18,Tom Petty & The Heartbreakers,She's the One (Songs and Music from the Motion Picture),Rock,0,8
Honey Bear,2:43,Trent Wagler & Jay Lapp,Adrienna Valentine,Country,0,8
my god,5:12,Trevor Hall,IN AND THROUGH THE BODY (DELUXE EDITION),Alternative,0,8
walking through the door,3:05,Trevor Hall,IN AND THROUGH THE BODY (DELUXE EDITION),Alternative,0,8
my god (Urani and Fox dub),5:09,Trevor Hall,IN AND THROUGH THE BODY (DELUXE EDITION),Alternative,0,8
To Zion,4:01,Trevor Hall,KALA (Deluxe Edition),Rock,0,8
Old Churchyard,3:16,The Wailin' Jennys,Fifteen,Singer/Songwriter,0,8
Only One,4:17,Yellowcard,Ocean Avenue,Rock,0,8
Hello Alone,4:01,Anberlin,Cities,Rock,0,7
There Is No Mathematics to Love and Loss,4:18,Anberlin,More to Living Than Being Alive,Alternative,0,7
Dismantle. Repair.,4:53,Anberlin,More to Living Than Being Alive,Alternative,0,7
Breaking,3:26,Anberlin,Paper Tigers,Alternative,0,7
Soft Skeletons (Intro),0:30,Anberlin,Paper Tigers,Alternative,0,7
Never Take Friendship Personal,3:59,Anberlin,Tear Us Apart,Alternative,0,7
(The Symphony of) Blasé,4:27,Anberlin,Tear Us Apart,Alternative,0,7
A Day Late,3:05,Anberlin,Tear Us Apart,Alternative,0,7
Blur,4:27,Anchor & Braille,Felt,Alternative,0,7
Wedding / Funeral,4:47,Anchor & Braille,Felt,Alternative,0,7
Sleep. When We Die.,4:20,Anchor & Braille,Felt,Alternative,0,7
Lights,4:44,Birdy,Earth: Taurus' Songs - EP,Alternative,0,7
Wherever is Your Heart,3:50,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,7
The Eye,3:32,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,7
The Things I Regret,3:26,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,7
Beginning to Feel the Years,3:09,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,7
California,3:54,Chris Pureka,Chimera,Singer/Songwriter,0,7
Come Back Home (feat. Peter Mulvey) [Live],4:30,Chris Pureka,Chimera,Singer/Songwriter,0,7
Grey,5:16,Chris Pureka,Driving North,Singer/Songwriter,0,7
Afterall,4:37,Chris Pureka,Driving North,Singer/Songwriter,0,7
It's All Good,5:16,Dead Horses,Brady Street,Singer/Songwriter,0,7
I Will Follow You Into the Dark,3:09,Death Cab for Cutie,Plans,Alternative,0,7
Row Jimmy,6:41,The Decemberists,Long Live the King - EP,Alternative,0,7
Grade 8,3:00,Ed Sheeran,#NAME?,Pop,0,7
Lego House,3:05,Ed Sheeran,#NAME?,Pop,0,7
Kiss Me,4:41,Ed Sheeran,#NAME?,Pop,0,7
What Do I Know?,3:57,Ed Sheeran,÷ (Deluxe),Pop,0,7
Bibia Be Ye Ye,2:57,Ed Sheeran,÷ (Deluxe),Pop,0,7
Save Myself,4:07,Ed Sheeran,÷ (Deluxe),Pop,0,7
All of the Stars,3:57,Ed Sheeran,x (Wembley Edition),Pop,0,7
Temporary One (Live),4:01,Fleetwood Mac,The Dance,Rock,0,7
My Little Demon (Live),3:33,Fleetwood Mac,The Dance,Rock,0,7
Say You Love Me (Single Version) [Remastered],4:03,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,7
Say You Love Me (Live),4:16,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,7
Don't Let Me Down Again (Live),3:57,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,7
"If I Go, I'm Goin",4:27,Gregory Alan Isakov,This Empty Northern Hemisphere,Singer/Songwriter,0,7
Forever,4:06,HAIM,Days Are Gone,Alternative,0,7
Highwomen,3:32,The Highwomen,The Highwomen,Country,0,7
Redesigning Women,2:55,The Highwomen,The Highwomen,Country,0,7
If She Ever Leaves Me,3:13,The Highwomen,The Highwomen,Country,0,7
Under the Sun,2:38,Jake Wesley Rogers,Pluto - EP,Pop,0,7
"Bad (Live at Round Chapel, London)",3:55,James Bay,"Bad (Live at Round Chapel, London) - Single",Alternative,0,7
Move Together,4:37,James Bay,Chaos and the Calm (Deluxe Edition),Alternative,0,7
Brilliant Still,3:33,James Bay,Leap,Alternative,0,7
One Life (Acoustic),3:19,James Bay,One Life (Acoustic) - Single,Alternative,0,7
Hold Back the River (Live At The Hotel Cafe/2014),4:00,James Bay,Other Sides - EP,Alternative,0,7
Sweet Baby James,2:51,James Taylor,"Greatest Hits, Vol. 1",Singer/Songwriter,0,7
The Cure For Pain,4:45,Jon Foreman,Fall - EP,Christian,0,7
Behind Your Eyes,2:38,Jon Foreman,Limbs & Branches,Christian,0,7
The List (Apple Music Home Session),3:45,Maisie Peters,Apple Music Home Session: Maisie Peters,Pop,0,7
Fade into You,4:56,Mazzy Star,So Tonight That I Might See,Pop,0,7
Vanishing Points,4:10,Meg Hutchinson,The Crossing,Singer/Songwriter,0,7
Sum of This,4:08,Meg Hutchinson,The Crossing,Singer/Songwriter,0,7
Walk to It,2:52,Meg Hutchinson,How Many Miles,Singer/Songwriter,0,7
You're Not Sorry,5:10,Minnz Piano,Fearless Piano Instrumentals,Pop,0,7
The Way I Loved You,4:04,Minnz Piano,Fearless Piano Instrumentals,Pop,0,7
Jump Then Fall,4:27,Minnz Piano,Fearless Piano Instrumentals,Pop,0,7
The Other Side of the Door,4:22,Minnz Piano,Fearless Piano Instrumentals,Pop,0,7
22,4:41,Minnz Piano,Red: Piano Instrumentals,Pop,0,7
Ghosting,4:46,Mother Mother,O My Heart (Deluxe Video Edition),Alternative,0,7
deja vu,3:36,Olivia Rodrigo,SOUR,Pop,0,7
Counting Stars,4:17,OneRepublic,Native (Deluxe Version),Pop,0,7
A Game I Like to Play,1:45,Ramin Djawadi,Game of Thrones: Season 7 (Music from the HBO Series),Soundtrack,0,7
I Believe in Being Ready,2:10,Rising Appalachia,Leylines,Folk,0,7
Shed Your Grace (feat. Trevor Hall),3:40,Rising Appalachia,Leylines,Folk,0,7
Sunny Days,3:32,Rising Appalachia,Leylines,Folk,0,7
Synchronicity,4:09,Rising Appalachia,Wider Circles,Traditional Folk,0,7
It's Only Life,4:02,The Shins,Port of Morrow,Alternative,0,7
Time to Rest,4:23,The Steel Wheels,Over the Trees,Americana,0,7
"Sleeping Angel (From ""Fast Times At Ridgemont High"")",4:41,Stevie Nicks,Bella Donna (Deluxe Edition),Rock,0,7
Edge of Seventeen,5:30,Stevie Nicks,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),Rock,0,7
Whole Lotta Trouble,4:55,Stevie Nicks,The Other Side of the Mirror,Rock,0,7
I Still Miss Someone (Blue Eyes),4:09,Stevie Nicks,The Other Side of the Mirror,Rock,0,7
Angel (Live) [Remaster],4:45,Stevie Nicks,Stand Back,Rock,0,7
Rooms On Fire,4:40,Stevie Nicks,Timespace: The Best of Stevie Nicks,Rock,0,7
Bye Bye Baby (Taylor’s Version) [From The Vault],4:02,Taylor Swift,Fearless (Taylor's Version),Country,0,7
Mr. Perfectly Fine (Taylor’s Version) [From The Vault],4:38,Taylor Swift,Fearless (Taylor’s Version): The From The Vault Chapter - EP,Country,0,7
Where Does the Good Go,3:35,Tegan and Sara,So Jealous,Alternative,0,7
A Higher Place,3:55,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,7
Crawling Back to You (Home Recording),4:10,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,7
Only a Broken Heart (Home Recording),3:50,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,7
Hung Up and Overdue (Home Recording),2:48,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,7
Drivin' Down to Georgia (Live),6:23,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,7
Don't Do Me Like That (Live),2:50,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,7
Somethin' Else (Live),2:29,Tom Petty & The Heartbreakers,Damn the Torpedoes,Rock,0,7
"One More Day, One More Night",5:38,Tom Petty & The Heartbreakers,Echo,Rock,0,7
All or Nothin',4:05,Tom Petty & The Heartbreakers,Into the Great Wide Open,Rock,0,7
Built to Last,3:59,Tom Petty & The Heartbreakers,Into the Great Wide Open,Rock,0,7
A Thing About You (Live),5:06,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,7
Southern Accents (Live),5:01,Tom Petty & The Heartbreakers,The Live Anthology,Rock,0,7
Thundercloud Breaks,3:50,Trent Wagler & Jay Lapp,Adrienna Valentine,Country,0,7
Kiss Me Like a Stranger,4:20,Trent Wagler and The Steel Wheels,Blue Heaven,Country,0,7
my god (Alborosie dub),5:14,Trevor Hall,IN AND THROUGH THE BODY (DELUXE EDITION),Alternative,0,7
"Cut Me, Mick",3:34,Yellowcard,Paper Walls,Rock,0,7
There Is No Mathematics To Love and Loss,3:12,Anberlin,Cities,Rock,0,6
We Owe This to Ourselves,3:12,Anberlin,"Dark Is the Way, Light Is a Place",Alternative,0,6
Pray Tell,3:47,Anberlin,"Dark Is the Way, Light Is a Place",Alternative,0,6
Impossible (Video),4:09,Anberlin,"Dark Is the Way, Light Is a Place",Alternative,0,6
Enjoy the Silence,3:30,Anberlin,Lost Songs,Alternative,0,6
There Is a Light That Never Goes Out,4:15,Anberlin,Lost Songs,Alternative,0,6
Inevitable (AOL Sessions),3:46,Anberlin,Lost Songs,Alternative,0,6
Reclusion,3:28,Anberlin,More to Living Than Being Alive,Alternative,0,6
(*Fin),10:44,Anberlin,More to Living Than Being Alive,Alternative,0,6
"Dance, Dance Christa Paffgen",7:07,Anberlin,Never Take Friendship Personal,Rock,0,6
Burn Out Brighter (Northern Lights),3:34,Anberlin,Paper Tigers,Alternative,0,6
Haight Street,2:58,Anberlin,Paper Tigers,Alternative,0,6
Rust (The Short Story of Mary Agnosia),3:48,Anchor & Braille,Felt,Alternative,0,6
Introspect,4:18,Anchor & Braille,Felt,Alternative,0,6
Sheet Music / Sheet Music,4:07,Anchor & Braille,Felt,Alternative,0,6
Across the Universe (2021 Mix),3:48,The Beatles,Let It Be (2021 Mix),Rock,0,6
Blood Muscle Skin & Bone,4:16,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,6
I Belong to You,4:31,Brandi Carlile,The Firewatcher’s Daughter,Singer/Songwriter,0,6
Right on Time,3:05,Brandi Carlile,In These Silent Days,Singer/Songwriter,0,6
And Then You Kissed Me,6:03,The Cardigans,Long Gone Before Daylight,Pop,0,6
Unwelcome,4:12,Chris Pureka,Driving North,Singer/Songwriter,0,6
Cynical,5:03,Chris Pureka,Driving North,Singer/Songwriter,0,6
Intro,1:47,Chris Pureka,Dryland,Singer/Songwriter,0,6
Barn Song,5:04,Chris Pureka,How I Learned to See In the Dark,Alternative,0,6
Sunburn (Bonus Track),4:36,Ed Sheeran,#NAME?,Pop,0,6
Afire Love,5:14,Ed Sheeran,x (Wembley Edition),Pop,0,6
Take It Back,3:28,Ed Sheeran,x (Wembley Edition),Pop,0,6
Shirtsleeves,3:10,Ed Sheeran,x (Wembley Edition),Pop,0,6
I'm So Afraid (Live),7:45,Fleetwood Mac,The Dance,Rock,0,6
I'm So Afraid (Remastered),4:30,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,6
"Blue Letter (Live at Capitol Theatre, Passaic, NJ, 10/17/1975)",3:39,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,6
Dreams (Live),4:20,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,6
Landslide (Live),4:54,Fleetwood Mac,Fleetwood Mac: Live,Rock,0,6
